ensembl_gene_id	hgnc_symbol	entrezgene_id
1959	ENSG00000116062	MSH6	2956
1962	ENSG00000171951	SCG2	7857
1963	ENSG00000138081	FBXO11	80204
1973	ENSG00000101280	ANGPT4	51378
1977	ENSG00000101349	PAK5	57144
1978	ENSG00000166913	YWHAB	7529
1979	ENSG00000101200	AVP	551
1981	ENSG00000124212	PTGIS	5740
1984	ENSG00000101109	STK4	6789
1987	ENSG00000064655	EYA2	2139
1989	ENSG00000124216	SNAI1	6615
1991	ENSG00000171552	BCL2L1	598
1996	ENSG00000172216	CEBPB	1051
1998	ENSG00000100985	MMP9	4318
2002	ENSG00000260903	XKR7	343702
2003	ENSG00000101017	CD40	958
2004	ENSG00000101336	HCK	3055
2009	ENSG00000124181	PLCG1	5335
2011	ENSG00000125845	BMP2	650
2013	ENSG00000101255	TRIB3	57761
2015	ENSG00000101197	BIRC7	79444
2021	ENSG00000101412	E2F1	1869
2028	ENSG00000256222	MTRNR2L3	100462983
2029	ENSG00000171867	PRNP	5621
2031	ENSG00000197122	SRC	6714
2035	ENSG00000101265	RASSF2	9770
2037	ENSG00000166619	BLCAP	10904
2039	ENSG00000132792	CTNNBL1	56259
2040	ENSG00000078747	ITCH	83737
2042	ENSG00000132821	VSTM2L	128434
2045	ENSG00000198959	TGM2	7052
2048	ENSG00000243509	TNFRSF6B	8771
2050	ENSG00000124126	PREX1	57580
2051	ENSG00000101266	CSNK2A1	1457
2055	ENSG00000101188	NTSR1	4923
2058	ENSG00000142178	SIK1	150094
2060	ENSG00000160208	RRP1B	23076
2061	ENSG00000157601	MX1	4599
2062	ENSG00000183255	PTTG1IP	754
2063	ENSG00000160305	DIP2A	23181
2066	ENSG00000160310	PRMT2	3275
2069	ENSG00000156299	TIAM1	7074
2070	ENSG00000142168	SOD1	6647
2075	ENSG00000160202	CRYAA	1409
2081	ENSG00000142192	APP	351
2082	ENSG00000205726	ITSN1	6453
2084	ENSG00000159140	SON	6651
2086	ENSG00000100385	IL2RB	3560
2087	ENSG00000278195	SSTR3	6753
2088	ENSG00000189060	H1-0	3005
2091	ENSG00000100030	MAPK1	5594
2093	ENSG00000100034	PPM1F	9647
2097	ENSG00000215012	RTL10	79680
2098	ENSG00000240972	MIF	4282
2100	ENSG00000128272	ATF4	468
2106	ENSG00000186575	NF2	4771
2107	ENSG00000128271	ADORA2A	135
2110	ENSG00000100097	LGALS1	3956
2113	ENSG00000198355	PIM3	415116
2118	ENSG00000128250	RFPL1	5988
2121	ENSG00000100292	HMOX1	3162
2123	ENSG00000100290	BIK	638
2128	ENSG00000185686	PRAME	23532
2130	ENSG00000100393	EP300	2033
2133	ENSG00000183773	AIFM3	150209
2135	ENSG00000250479	CHCHD10	400916
2137	ENSG00000183765	CHEK2	11200
2139	ENSG00000099954	CECR2	27443
2141	ENSG00000128245	YWHAH	7533
2144	ENSG00000100219	XBP1	7494
2147	ENSG00000100234	TIMP3	7078
2152	ENSG00000015475	BID	637
2158	ENSG00000075240	GRAMD4	23151
2160	ENSG00000008735	MAPK8IP2	23542
2167	ENSG00000114346	ECT2	1894
2170	ENSG00000114416	FXR1	8087
2173	ENSG00000068745	IP6K2	51447
2176	ENSG00000269028	MTRNR2L12	100462981
2179	ENSG00000189283	FHIT	2272
2181	ENSG00000181061	HIGD1A	25994
2183	ENSG00000163513	TGFBR2	7048
2187	ENSG00000181449	SOX2	6657
2188	ENSG00000157017	GHRL	51738
2191	ENSG00000163812	ZDHHC3	51304
2193	ENSG00000144746	ARL6IP5	10550
2198	ENSG00000114126	TFDP2	7029
2201	ENSG00000114861	FOXP1	27086
2202	ENSG00000113811	SELENOK	58515
2204	ENSG00000181744	DIPK2A	205428
2208	ENSG00000114251	WNT5A	7474
2210	ENSG00000073111	MCM2	4171
2212	ENSG00000188313	PLSCR1	5359
2215	ENSG00000163947	ARHGEF3	50650
2218	ENSG00000073282	TP63	8626
2220	ENSG00000082701	GSK3B	2932
2224	ENSG00000172053	QARS1	5859
2226	ENSG00000179021	C3orf38	285237
2228	ENSG00000121858	TNFSF10	8743
2236	ENSG00000114023	FAM162A	26355
2237	ENSG00000163421	PROK2	60675
2238	ENSG00000181788	SIAH2	6478
2241	ENSG00000163602	RYBP	23429
2243	ENSG00000114030	KPNA1	3836
2244	ENSG00000144736	SHQ1	55164
2245	ENSG00000113905	HRG	3273
2248	ENSG00000163558	PRKCI	5584
2251	ENSG00000157500	APPL1	26060
2252	ENSG00000072274	TFRC	7037
2254	ENSG00000168374	ARF4	378
2256	ENSG00000198836	OPA1	4976
2260	ENSG00000179348	GATA2	2624
2262	ENSG00000187288	CIDEC	63924
2264	ENSG00000172936	MYD88	4615
2268	ENSG00000158234	FAIM	55179
2270	ENSG00000003756	RBM5	10181
2272	ENSG00000051382	PIK3CB	5291
2273	ENSG00000180353	HCLS1	3059
2275	ENSG00000183770	FOXL2	668
2277	ENSG00000114790	ARHGEF26	26084
2278	ENSG00000185008	ROBO2	6092
2281	ENSG00000181092	ADIPOQ	9370
2282	ENSG00000132170	PPARG	5468
2285	ENSG00000158092	NCK1	4690
2287	ENSG00000121879	PIK3CA	5290
2290	ENSG00000169855	ROBO1	6091
2291	ENSG00000132155	RAF1	5894
2294	ENSG00000183763	TRAIP	10293
2295	ENSG00000163932	PRKCD	5580
2300	ENSG00000180370	PAK2	5062
2304	ENSG00000163687	DNASE1L3	1776
2306	ENSG00000233276	GPX1	2876
2310	ENSG00000114446	IFT57	55081
2312	ENSG00000168036	CTNNB1	1499
2316	ENSG00000078081	LAMP3	27074
2318	ENSG00000157005	SST	6750
2319	ENSG00000113916	BCL6	604
2323	ENSG00000168811	IL12A	3592
2324	ENSG00000160145	KALRN	8997
2325	ENSG00000114209	PDCD10	11235
2329	ENSG00000197548	ATG7	10533
2330	ENSG00000157036	EXOG	9941
2331	ENSG00000241186	TDGF1	6997
2342	ENSG00000138794	CASP6	839
2345	ENSG00000128052	KDR	3791
2347	ENSG00000169245	CXCL10	3627
2349	ENSG00000197386	HTT	3064
2351	ENSG00000164342	TLR3	7098
2354	ENSG00000163631	ALB	213
2355	ENSG00000145147	SLIT2	9353
2358	ENSG00000154447	SH3RF1	57630
2359	ENSG00000109320	NFKB1	4790
2364	ENSG00000163737	PF4	5196
2365	ENSG00000145425	RPS3A	6189
2368	ENSG00000004468	CD38	952
2371	ENSG00000168556	ING2	3622
2374	ENSG00000164305	CASP3	836
2379	ENSG00000109670	FBXW7	55294
2382	ENSG00000145335	SNCA	6622
2389	ENSG00000164104	HMGB2	3148
2391	ENSG00000137462	TLR2	7097
2392	ENSG00000109471	IL2	3558
2395	ENSG00000168824	NSG1	27065
2398	ENSG00000145423	SFRP2	6423
2404	ENSG00000163132	MSX1	4487
2409	ENSG00000090316	MAEA	10296
2412	ENSG00000171564	FGB	2244
2413	ENSG00000171560	FGA	2243
2416	ENSG00000071205	ARHGAP10	79658
2418	ENSG00000084093	REST	5978
2421	ENSG00000168884	TNIP2	79155
2422	ENSG00000171557	FGG	2266
2424	ENSG00000164109	MAD2L1	4085
2426	ENSG00000164134	NAA15	80155
2428	ENSG00000068078	FGFR3	2261
2429	ENSG00000173376	NDNF	79625
2430	ENSG00000109756	RAPGEF2	9693
2431	ENSG00000223569	USP17L15	100288520
2432	ENSG00000232399	USP17L13	100287238
2433	ENSG00000250745	USP17L20	100287441
2435	ENSG00000230430	USP17L25	728373
2438	ENSG00000231637	USP17L29	728405
2441	ENSG00000227140	USP17L5	728386
2442	ENSG00000249811	USP17L21	100287478
2443	ENSG00000248933	USP17L22	100287513
2444	ENSG00000231396	USP17L10	100287144
2446	ENSG00000232264	USP17L24	728369
2449	ENSG00000235780	USP17L27	728393
2451	ENSG00000227551	USP17L12	100287205
2453	ENSG00000228856	USP17L30	728419
2455	ENSG00000248920	USP17L19	100287404
2457	ENSG00000231051	USP17L28	728400
2460	ENSG00000229579	USP17L26	728379
2462	ENSG00000250844	USP17L18	100287364
2463	ENSG00000233136	USP17L11	100287178
2464	ENSG00000249104	USP17L17	100287327
2465	ENSG00000109501	WFS1	7466
2469	ENSG00000171497	PPID	5481
2474	ENSG00000260596	DUX4	100288687
2475	ENSG00000164111	ANXA5	308
2476	ENSG00000138795	LEF1	51176
2488	ENSG00000164400	CSF2	1437
2489	ENSG00000146066	HIGD2A	192286
2493	ENSG00000169230	PRELID1	27166
2497	ENSG00000131188	PRR7	80758
2498	ENSG00000145715	RASA1	5921
2500	ENSG00000145777	TSLP	85480
2504	ENSG00000161011	SQSTM1	8878
2505	ENSG00000171720	HDAC3	8841
2506	ENSG00000183258	DDX41	51428
2509	ENSG00000055163	CYFIP2	26999
2513	ENSG00000170458	CD14	929
2515	ENSG00000173545	ZNF622	90441
2517	ENSG00000154153	RETREG1	54463
2522	ENSG00000081791	DELE1	9812
2525	ENSG00000197043	ANXA6	309
2526	ENSG00000037280	FLT4	2324
2527	ENSG00000145604	SKP2	6502
2528	ENSG00000184347	SLIT3	6586
2532	ENSG00000249751	ECSCR	641700
2536	ENSG00000204628	RACK1	10399
2538	ENSG00000113302	IL12B	3593
2539	ENSG00000156463	SH3RF2	153769
2543	ENSG00000125347	IRF1	3659
2544	ENSG00000169194	IL13	3596
2546	ENSG00000153071	DAB2	1601
2551	ENSG00000145675	PIK3R1	5295
2554	ENSG00000113520	IL4	3565
2556	ENSG00000181104	F2R	2149
2560	ENSG00000134982	APC	324
2561	ENSG00000181163	NPM1	4869
2563	ENSG00000113088	GZMK	3003
2565	ENSG00000145649	GZMA	3001
2568	ENSG00000113734	BNIP1	662
2573	ENSG00000145779	TNFAIP8	25816
2578	ENSG00000183072	NKX2-5	1482
2581	ENSG00000120129	DUSP1	1843
2592	ENSG00000019582	CD74	972
2595	ENSG00000273841	TAF9	6880
2597	ENSG00000213585	VDAC1	7416
2601	ENSG00000164362	TERT	7015
2603	ENSG00000169567	HINT1	3094
2604	ENSG00000153113	CAST	831
2606	ENSG00000113575	PPP2CA	5515
2607	ENSG00000243414	TICAM2	353376
2609	ENSG00000112981	NME5	8382
2612	ENSG00000113494	PRLR	5618
2614	ENSG00000113384	GOLPH3	64083
2615	ENSG00000113319	RASGRF2	5924
2616	ENSG00000113013	HSPA9	3313
2617	ENSG00000038382	TRIO	7204
2619	ENSG00000134352	IL6ST	3572
2623	ENSG00000249437	NAIP	4671
2628	ENSG00000152409	JMY	133746
2630	ENSG00000249915	PDCD6	10016
2633	ENSG00000112996	MRPS30	10884
2634	ENSG00000168621	GDNF	2668
2641	ENSG00000112977	DAP	1611
2645	ENSG00000213523	SRA1	10011
2650	ENSG00000170927	PKHD1	5314
2651	ENSG00000112115	IL17A	3605
2654	ENSG00000029363	BCLAF1	9774
2658	ENSG00000197442	MAP3K5	4217
2664	ENSG00000185345	PRKN	5071
2669	ENSG00000118503	TNFAIP3	7128
2671	ENSG00000146192	FGD2	221472
2673	ENSG00000204599	TRIM39	56658
2675	ENSG00000204209	DAXX	1616
2678	ENSG00000204209	DAXX	113523636
2681	ENSG00000112378	PERP	64065
2683	ENSG00000137193	PIM1	5292
2685	ENSG00000118689	FOXO3	2309
2688	ENSG00000071242	RPS6KA2	6196
2692	ENSG00000131023	LATS1	9113
2695	ENSG00000112319	EYA4	2070
2697	ENSG00000112096	SOD2	6648
2706	ENSG00000118515	SGK1	6446
2709	ENSG00000111907	TPD52L1	7164
2712	ENSG00000071994	PDCD2	5134
2718	ENSG00000118495	PLAGL1	5325
2723	ENSG00000170542	SERPINB9	5272
2730	ENSG00000030110	BAK1	578
2738	ENSG00000204389	HSPA1A	3303
2741	ENSG00000204388	HSPA1B	3304
2743	ENSG00000096092	TMEM14A	28978
2747	ENSG00000226979	LTA	4049
2750	ENSG00000232810	TNF	7124
2757	ENSG00000146469	VIP	7432
2760	ENSG00000124767	GLO1	2739
2766	ENSG00000146247	PHIP	55023
2768	ENSG00000146072	TNFRSF21	27242
2773	ENSG00000146426	TIAM2	26230
2776	ENSG00000137275	RIPK1	8737
2781	ENSG00000164379	FOXQ1	94234
2783	ENSG00000001084	GCLC	2729
2785	ENSG00000112033	PPARD	5467
2787	ENSG00000239264	TXNDC5	81567
2789	ENSG00000008196	TFAP2B	7021
2793	ENSG00000112715	VEGFA	7422
2795	ENSG00000204463	BAG6	7917
2799	ENSG00000135314	KHDC1	80759
2801	ENSG00000256980	KHDC1L	100129128
2803	ENSG00000204569	PPP1R10	5514
2804	ENSG00000137203	TFAP2A	7020
2806	ENSG00000213886	UBD	10537
2808	ENSG00000137393	RNF144B	255488
2811	ENSG00000112242	E2F3	1871
2812	ENSG00000124766	SOX4	6659
2813	ENSG00000124493	GRM4	2914
2814	ENSG00000213722	DDAH2	23564
2816	ENSG00000179165	PXT1	222659
2817	ENSG00000112293	GPLD1	2822
2818	ENSG00000124664	SPDEF	25803
2819	ENSG00000124762	CDKN1A	1026
2821	ENSG00000204632	HLA-G	3135
2823	ENSG00000137331	IER3	8870
2824	ENSG00000171611	PTCRA	171558
2828	ENSG00000137409	MTCH1	23787
2842	ENSG00000106100	NOD1	10392
2845	ENSG00000006625	GGCT	79017
2847	ENSG00000106346	USP42	84132
2848	ENSG00000106009	BRAT1	221927
2849	ENSG00000240583	AQP1	358
2852	ENSG00000214253	FIS1	51024
2855	ENSG00000159763	PIP	5304
2857	ENSG00000157764	BRAF	673
2860	ENSG00000130427	EPO	2056
2861	ENSG00000136244	IL6	3569
2864	ENSG00000105974	CAV1	857
2868	ENSG00000146674	IGFBP3	3486
2872	ENSG00000106144	CASP2	835
2875	ENSG00000071243	ING3	54556
2876	ENSG00000146648	EGFR	1956
2879	ENSG00000122545	SEPTIN7	989
2885	ENSG00000019991	HGF	3082
2890	ENSG00000106483	SFRP4	6424
2893	ENSG00000050327	ARHGEF5	7984
2896	ENSG00000001631	KRIT1	889
2897	ENSG00000106366	SERPINE1	5054
2904	ENSG00000055130	CUL1	8454
2907	ENSG00000106546	AHR	196
2910	ENSG00000188763	FZD9	8326
2911	ENSG00000004799	PDK4	5166
2919	ENSG00000127946	HIP1	3092
2922	ENSG00000270672	MTRNR2L6	100463482
2923	ENSG00000106004	HOXA5	3202
2924	ENSG00000006747	SCIN	85477
2926	ENSG00000070669	ASNS	440
2928	ENSG00000122641	INHBA	3624
2929	ENSG00000105928	GSDME	1687
2932	ENSG00000122779	TRIM24	8805
2935	ENSG00000106052	TAX1BP1	8887
2937	ENSG00000105993	DNAJB6	10049
2942	ENSG00000064393	HIPK2	28996
2945	ENSG00000164543	STK17A	9263
2947	ENSG00000164896	FASTK	10922
2949	ENSG00000164885	CDK5	1020
2952	ENSG00000127952	STYXL1	51657
2955	ENSG00000128604	IRF5	3663
2957	ENSG00000172115	CYCS	54205
2959	ENSG00000106211	HSPB1	3315
2962	ENSG00000170027	YWHAG	7532
2965	ENSG00000164741	DLC1	10395
2967	ENSG00000104765	BNIP3L	665
2973	ENSG00000158941	CCAR2	57805
2975	ENSG00000154188	ANGPT1	284
2977	ENSG00000120907	ADRA1A	148
2981	ENSG00000120889	TNFRSF10B	8795
2985	ENSG00000104312	RIPK2	8767
2986	ENSG00000179388	EGR3	1960
2987	ENSG00000147488	ST18	9705
2989	ENSG00000206579	XKR4	114786
2992	ENSG00000104228	TRIM35	23087
2994	ENSG00000120885	CLU	1191
3002	ENSG00000254087	LYN	4067
3006	ENSG00000120899	PTK2B	2185
3011	ENSG00000173535	TNFRSF10C	8794
3013	ENSG00000165392	WRN	7486
3015	ENSG00000173530	TNFRSF10D	8793
3018	ENSG00000104689	TNFRSF10A	8797
3023	ENSG00000170631	ZNF16	7564
3025	ENSG00000078579	FGF20	26281
3026	ENSG00000104365	IKBKB	3551
3027	ENSG00000167034	NKX3-1	4824
3030	ENSG00000155792	DEPTOR	64798
3031	ENSG00000275591	XKR5	389610
3035	ENSG00000253729	PRKDC	5591
3039	ENSG00000164938	TP53INP1	94241
3040	ENSG00000164924	YWHAZ	7534
3041	ENSG00000121022	COPS5	10987
3043	ENSG00000154589	LY96	23643
3049	ENSG00000019549	SNAI2	6591
3050	ENSG00000189233	NUGGC	389643
3051	ENSG00000156735	BAG4	9530
3053	ENSG00000171044	XKR6	286046
3054	ENSG00000133874	RNF122	79845
3055	ENSG00000221947	XKR9	389668
3056	ENSG00000104313	EYA1	2138
3059	ENSG00000236125	USP17L4	392188
3060	ENSG00000236125	USP17L4	645402
3062	ENSG00000230549	USP17L1	401447
3065	ENSG00000169398	PTK2	5747
3068	ENSG00000120910	PPP3CC	5533
3072	ENSG00000225327	USP17L3	645836
3073	ENSG00000237038	USP17L8	392188
3074	ENSG00000131203	IDO1	3620
3077	ENSG00000176907	TCIM	56892
3081	ENSG00000104332	SFRP1	6422
3084	ENSG00000180900	SCRIB	23513
3086	ENSG00000136997	MYC	4609
3090	ENSG00000147649	MTDH	92140
3091	ENSG00000164733	CTSB	1508
3096	ENSG00000226430	USP17L7	392197
3097	ENSG00000226430	USP17L7	645402
3099	ENSG00000223443	USP17L2	377630
3102	ENSG00000223443	USP17L2	401447
3104	ENSG00000104419	NDRG1	10397
3105	ENSG00000104499	GML	2765
3106	ENSG00000171056	SOX7	83595
3108	ENSG00000104375	STK3	6788
3118	ENSG00000148411	NACC2	138151
3120	ENSG00000165119	HNRNPK	3190
3125	ENSG00000187796	CARD9	64170
3126	ENSG00000107290	SETX	23064
3127	ENSG00000120217	CD274	29126
3129	ENSG00000165304	MELK	9833
3133	ENSG00000096968	JAK2	3717
3137	ENSG00000165188	RNF183	138065
3139	ENSG00000197579	TOPORS	10210
3141	ENSG00000172724	CCL19	6363
3143	ENSG00000137077	CCL21	6366
3144	ENSG00000136938	ANP32B	10541
3147	ENSG00000165280	VCP	7415
3151	ENSG00000135002	RFK	55312
3152	ENSG00000160293	VAV2	7410
3153	ENSG00000187764	SEMA4D	10507
3155	ENSG00000106772	PRUNE2	158471
3156	ENSG00000165060	FXN	2395
3158	ENSG00000130222	GADD45G	10912
3159	ENSG00000044574	HSPA5	3309
3164	ENSG00000165025	SYK	6850
3167	ENSG00000056558	TRAF1	7185
3168	ENSG00000147955	SIGMAR1	10280
3171	ENSG00000135046	ANXA1	301
3174	ENSG00000086061	DNAJA1	3301
3176	ENSG00000198722	UNC13B	10497
3179	ENSG00000147912	FBXO10	26267
3183	ENSG00000107262	BAG1	573
3185	ENSG00000106799	TGFBR1	7046
3187	ENSG00000148180	GSN	2934
3190	ENSG00000119335	SET	6418
3194	ENSG00000171169	NAIF1	203245
3196	ENSG00000136848	DAB2IP	153090
3201	ENSG00000181634	TNFSF15	9966
3204	ENSG00000167136	ENDOG	2021
3205	ENSG00000136830	NIBAN2	64855
3206	ENSG00000136826	KLF4	9314
3208	ENSG00000120159	CAAP1	79886
3210	ENSG00000130558	OLFM1	10439
3211	ENSG00000137154	RPS6	6194
3213	ENSG00000148400	NOTCH1	4851
3216	ENSG00000177076	ACER2	340485
3217	ENSG00000135040	NAA35	60560
3219	ENSG00000097007	ABL1	25
3223	ENSG00000122133	PAEP	5047
3224	ENSG00000119401	TRIM32	22954
3225	ENSG00000120156	TEK	7010
3227	ENSG00000136869	TLR4	7099
3228	ENSG00000107175	CREB3	10488
3229	ENSG00000196781	TLE1	7088
3231	ENSG00000171855	IFNB1	3456
3232	ENSG00000188379	IFNA2	3440
3235	ENSG00000147889	CDKN2A	1029
3236	ENSG00000167103	PIP5KL1	138429
3240	ENSG00000119383	PTPA	5524
3243	ENSG00000196730	DAPK1	1612
3248	ENSG00000127191	TRAF2	7186
3251	ENSG00000135018	UBQLN1	29979
3253	ENSG00000127084	FGD3	89846
3263	ENSG00000147378	FATE1	89885
3265	ENSG00000005022	SLC25A5	292
3266	ENSG00000184216	IRAK1	3654
3269	ENSG00000134602	STK26	51765
3270	ENSG00000269335	IKBKG	8517
3273	ENSG00000101977	MCF2	4168
3274	ENSG00000187601	MAGEH1	28986
3275	ENSG00000187325	TAF9B	51616
3277	ENSG00000147140	NONO	4841
3278	ENSG00000198157	HMGN5	79366
3281	ENSG00000101966	XIAP	331
3286	ENSG00000102096	PIM2	11040
3288	ENSG00000188419	CHM	1121
3290	ENSG00000177189	RPS6KA3	6197
3293	ENSG00000215301	DDX3X	1654
3297	ENSG00000169083	AR	367
3299	ENSG00000180772	AGTR2	186
3300	ENSG00000221867	MAGEA3	4102
3302	ENSG00000147162	OGT	8473
3304	ENSG00000196632	WNK3	65267
3308	ENSG00000156709	AIFM1	9131
3312	ENSG00000102302	FGD1	2245
3314	ENSG00000185825	BCAP31	10134
3318	ENSG00000125931	CITED1	4435
3321	ENSG00000089289	IGBP1	3476
3322	ENSG00000196924	FLNA	2316
3323	ENSG00000101951	PAGE4	9506
3328	ENSG00000133134	BEX2	84707
3329	ENSG00000147403	RPL10	6134
3330	ENSG00000102245	CD40LG	959
3332	ENSG00000129675	ARHGEF6	9459
3334	ENSG00000166681	BEX3	27018
3336	ENSG00000179222	MAGED1	9500
3337	ENSG00000256045	MTRNR2L10	100463488
3342	ENSG00000215174	NLRP2B	286430
3344	ENSG00000102145	GATA1	2623
3347	ENSG00000131089	ARHGEF9	23229
3349	ENSG00000010671	BTK	695
3350	ENSG00000101843	PSMD10	5716
3354	ENSG00000078061	ARAF	369
